car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,selling_price
Maruti Swift,3,110000,Individual,Diesel,Manual,600000
Maruti Swift,5,82000,Dealer,Diesel,Manual,575000
Hyundai i20,6,90000,Dealer,Diesel,Manual,540000
Maruti Alto,6,35236,Dealer,Petrol,Manual,300000
Hyundai Verna,3,75000,Dealer,Diesel,Manual,900000
Maruti Alto,6,25000,Individual,Petrol,Manual,350000
Mahindra XUV500,6,63516,Dealer,Diesel,Manual,850000
Maruti Ciaz,3,14000,Dealer,Petrol,Manual,840000
Maruti Wagon R,2,11400,Dealer,Petrol,Manual,490000
Maruti Celerio,7,39000,Dealer,Petrol,Automatic,465000
Ford Ecosport,3,60000,Individual,Diesel,Manual,850000
Hyundai i10,12,80000,Individual,Petrol,Manual,145000
BMW 3,6,40000,Dealer,Diesel,Automatic,3000000
Honda City,7,98000,Individual,Diesel,Manual,580000
Hyundai Grand,4,25000,Individual,Petrol,Manual,600000
Maruti Baleno,4,75000,Dealer,Diesel,Manual,645000
Maruti Swift,5,46852,Dealer,Diesel,Manual,620000
Honda City,13,70000,Dealer,Petrol,Manual,235000
Maruti XL6,1,14000,Dealer,Petrol,Manual,1150000
Mahindra Thar,4,30000,Individual,Diesel,Manual,850000
Maruti Celerio,6,50000,Individual,Diesel,Manual,290000
Maruti Swift,11,100000,Individual,Diesel,Manual,250000
Maruti Wagon R,5,40000,Individual,Petrol,Manual,325000
Maruti Ciaz,5,99000,Individual,Diesel,Manual,651000
Datsun GO,4,35000,Individual,Petrol,Manual,350000
Volkswagen Polo,8,60000,Individual,Diesel,Manual,400000
Honda City,12,80000,Individual,Petrol,Manual,320000
Mahindra XUV500,6,87000,Dealer,Diesel,Manual,1350000
Maruti Swift,6,43000,Dealer,Petrol,Manual,540000
Maruti Baleno,4,35000,Dealer,Petrol,Automatic,670000
Honda City,12,68759,Dealer,Petrol,Manual,350000
Volkswagen Polo,6,87566,Dealer,Petrol,Manual,441000
Ford Aspire,4,20000,Individual,Petrol,Manual,590000
Skoda Rapid,5,31800,Dealer,Petrol,Automatic,685000
Hyundai Creta,2,5000,Individual,Petrol,Automatic,1350000
Maruti Wagon R,4,41000,Dealer,Petrol,Automatic,435000
Maruti Baleno,3,60000,Dealer,Diesel,Manual,850000
Renault KWID,1,4000,Individual,Petrol,Manual,429000
Ford Ecosport,6,69000,Dealer,Diesel,Manual,599000
Toyota Innova,5,120000,Individual,Diesel,Automatic,1500000
Maruti Ciaz,3,29349,Dealer,Petrol,Manual,990000
Audi A4,3,17000,Dealer,Petrol,Automatic,3400000
Toyota Fortuner,9,74896,Dealer,Diesel,Manual,1400000
BMW 3,11,51000,Dealer,Diesel,Automatic,925000
Honda CR-V,14,87000,Dealer,Petrol,Manual,475000
Maruti Swift,8,77831,Dealer,Diesel,Manual,450000
Maruti Celerio,2,58000,Dealer,Petrol,Manual,495000
Maruti Swift Dzire,4,120000,Individual,Diesel,Manual,560000
Toyota Innova,9,63000,Dealer,Diesel,Manual,1035000
Maruti Ciaz,4,32000,Dealer,Petrol,Manual,795000
Hyundai Grand,6,45000,Dealer,Petrol,Manual,405000
Honda Amaze,7,20000,Individual,Petrol,Manual,550000
Toyota Innova,3,65750,Dealer,Diesel,Manual,1925000
Tata Tiago,3,60000,Individual,Diesel,Manual,425000
Toyota Innova,5,44236,Dealer,Diesel,Manual,1611000
Maruti Alto,3,80000,Dealer,Petrol,Manual,290000
Land Rover Rover,7,40000,Dealer,Diesel,Automatic,6300000
Maruti Wagon R,6,60000,Individual,Petrol,Manual,375000
Tata Safari,6,147000,Individual,Diesel,Manual,800000
Renault KWID,4,40000,Dealer,Petrol,Manual,350000
Maruti Eeco,11,97438,Dealer,CNG,Manual,260000
Datsun RediGO,3,30000,Individual,Petrol,Manual,255000
BMW 6,3,12000,Dealer,Diesel,Automatic,6400000
Renault KWID,6,30000,Individual,Petrol,Manual,310000
Mercedes-Benz GL-Class,3,20000,Dealer,Diesel,Automatic,5100000
Maruti Swift Dzire,5,90000,Individual,Diesel,Manual,552000
Hyundai Grand,5,37400,Individual,Diesel,Manual,520000
Hyundai Creta,5,39000,Dealer,Petrol,Manual,920000
Hyundai i20,2,10000,Individual,Petrol,Automatic,750000
Hyundai i20,7,58000,Dealer,Petrol,Manual,590000
Maruti Alto,9,60000,Individual,Petrol,Manual,254000
Maruti Ciaz,5,50000,Individual,Diesel,Manual,650000
Ford Figo,7,60000,Individual,Diesel,Manual,360000
Renault KWID,6,68000,Dealer,Petrol,Manual,325000
Hyundai i20,4,89823,Trustmark Dealer,Diesel,Manual,690000
Maruti Swift Dzire,6,43000,Dealer,Petrol,Manual,625000
Maruti Wagon R,8,37000,Dealer,Petrol,Manual,390000
Maruti Swift Dzire,5,20000,Individual,Petrol,Manual,525000
Hyundai i10,10,82000,Dealer,Petrol,Automatic,285000
Hyundai i10,9,63000,Dealer,Petrol,Manual,355000
Maruti Swift Dzire,7,110000,Individual,Diesel,Manual,390000
Maruti Swift,8,50000,Individual,Petrol,Manual,370000
Maruti Swift,11,85520,Dealer,Petrol,Manual,280000
Hyundai Verna,2,10000,Individual,Petrol,Manual,1170000
Mahindra Scorpio,8,209000,Individual,Diesel,Manual,700000
Mahindra XUV500,8,182340,Dealer,Diesel,Manual,825000
Ford Ecosport,6,60172,Dealer,Petrol,Automatic,800000
Hyundai Verna,8,66000,Individual,Diesel,Manual,500000
Hyundai i20,2,47527,Dealer,Diesel,Manual,900000
Hyundai Grand,6,64000,Dealer,Petrol,Manual,390000
Hyundai Santro,8,28054,Individual,Petrol,Manual,398000
Mahindra Scorpio,14,75823,Dealer,Diesel,Manual,310000
Mahindra XUV500,5,56500,Dealer,Diesel,Automatic,1275000
Toyota Fortuner,3,70000,Individual,Diesel,Manual,2700000
Mahindra XUV500,3,40328,Dealer,Diesel,Manual,1550000
Hyundai Verna,9,91462,Dealer,Diesel,Automatic,580000
Maruti Swift Dzire,3,32000,Individual,Diesel,Manual,750000
Ford Ecosport,8,81000,Dealer,Diesel,Manual,575000
Hyundai Creta,2,10000,Dealer,Diesel,Automatic,1550000
Hyundai i10,9,54943,Dealer,Petrol,Manual,280000
Maruti Wagon R,12,64000,Individual,LPG,Manual,160000
Tata Safari,9,80000,Individual,Diesel,Manual,285000
Maruti Alto,4,25884,Dealer,Petrol,Manual,385000
Ford Figo,8,76000,Dealer,Diesel,Manual,395000
BMW 5,10,136000,Dealer,Diesel,Automatic,1699000
Maruti Baleno,2,14000,Dealer,Petrol,Manual,640000
Mahindra Bolero,7,120000,Dealer,Diesel,Manual,625000
Honda City,4,71000,Dealer,Petrol,Manual,850000
Toyota Innova,5,68194,Dealer,Diesel,Automatic,1950000
Tata Nexon,3,80000,Dealer,Diesel,Manual,889000
Hyundai i10,11,52221,Dealer,Petrol,Manual,320000
BMW X3,9,80000,Dealer,Diesel,Automatic,1850000
Ford Freestyle,3,25000,Individual,Diesel,Manual,771000
Volkswagen Polo,5,98000,Dealer,Diesel,Manual,599000
Hyundai i20,3,26000,Dealer,Petrol,Manual,675000
BMW X5,6,70000,Dealer,Diesel,Automatic,3500000
Mahindra Bolero,6,120000,Individual,Diesel,Manual,400000
Hyundai Grand,4,46139,Dealer,Diesel,Manual,375000
Jaguar XF,6,60000,Individual,Diesel,Automatic,2400000
Hyundai i20,2,12000,Individual,Petrol,Manual,735000
Mahindra Bolero,6,61440,Dealer,Diesel,Manual,650000
Ford Figo,5,61706,Dealer,Diesel,Manual,595000
Tata Tiago,2,6500,Individual,Petrol,Manual,500000
Mahindra XUV500,8,72423,Dealer,Diesel,Manual,760000
Hyundai Verna,8,90000,Individual,Diesel,Manual,520000
Hyundai i20,3,60000,Individual,Diesel,Manual,725000
Maruti Baleno,6,43642,Dealer,Petrol,Manual,629000
Maruti Alto,7,56000,Dealer,Petrol,Manual,265000
Toyota Innova,6,82000,Dealer,Diesel,Manual,1299000
Maruti Alto,7,60000,Individual,Petrol,Manual,315000
Honda City,4,91000,Dealer,Diesel,Manual,850000
Porsche Cayenne,9,87000,Dealer,Diesel,Automatic,4200000
Mahindra XUV500,9,100000,Individual,Diesel,Manual,800000
Maruti Swift Dzire,3,12500,Individual,Petrol,Manual,650000
Honda Amaze,7,78000,Dealer,Diesel,Manual,485000
Volkswagen Polo,9,60000,Individual,Diesel,Manual,300000
Maruti Vitara,4,30000,Individual,Diesel,Manual,950000
Toyota Innova,6,78000,Dealer,Diesel,Manual,1375000
Hyundai Creta,5,85204,Dealer,Diesel,Manual,1025000
Maruti Swift,4,100000,Individual,Diesel,Manual,620000
Tata Tigor,4,95000,Individual,Diesel,Manual,600000
Maruti Baleno,5,48000,Individual,Petrol,Automatic,625000
Ford Figo,9,90000,Individual,Diesel,Manual,220000
Hyundai Verna,4,40500,Dealer,Diesel,Manual,845000
Maruti Swift,3,40000,Individual,Petrol,Manual,550000
Hyundai Creta,3,19000,Individual,Diesel,Manual,1310000
Hyundai Grand,7,33700,Dealer,Diesel,Manual,450000
Mahindra Scorpio,9,89000,Dealer,Diesel,Manual,695000
Mahindra Bolero,8,108875,Dealer,Diesel,Manual,450000
Hyundai Grand,2,35166,Dealer,Petrol,Manual,669000
Jeep Compass,2,13500,Individual,Diesel,Manual,1750000
Tata Tigor,3,30000,Individual,Diesel,Manual,700000
Mahindra Scorpio,5,65273,Trustmark Dealer,Diesel,Manual,1240000
Maruti Ciaz,3,36000,Dealer,Petrol,Manual,775000
Maruti Swift Dzire,6,70000,Individual,Diesel,Manual,550000
Maruti Swift,3,7000,Dealer,Petrol,Manual,610000
Maruti Wagon R,6,70000,Dealer,Petrol,Manual,340000
Maruti Ciaz,5,67248,Dealer,Petrol,Manual,495000
Volkswagen Polo,3,58000,Dealer,Petrol,Manual,690000
Toyota Innova,4,120000,Individual,Diesel,Manual,1560000
Maruti Ertiga,4,51000,Dealer,Diesel,Manual,835000
Ford Figo,8,59000,Dealer,Diesel,Manual,410000
Mahindra Bolero,6,120000,Individual,Diesel,Manual,600000
Honda Amaze,6,48000,Dealer,Diesel,Manual,545000
Maruti Alto,16,90000,Individual,Petrol,Manual,90000
Maruti Wagon R,12,100000,Individual,LPG,Manual,150000
Maruti Swift Dzire,6,123273,Dealer,Diesel,Manual,410000
Hyundai Creta,4,32500,Dealer,Petrol,Manual,1100000
Maruti Alto,15,103000,Dealer,Petrol,Manual,150000
Mahindra Bolero,7,78000,Dealer,Diesel,Manual,550000
Renault KWID,4,50000,Individual,Petrol,Manual,310000
Maruti Alto,10,62900,Dealer,Petrol,Manual,235000
Maruti Vitara,2,19000,Dealer,Diesel,Automatic,1035000
BMW 3,11,141000,Dealer,Diesel,Automatic,999000
Renault Duster,6,70000,Individual,Diesel,Manual,690000
Maruti Wagon R,4,19000,Dealer,Petrol,Automatic,485000
Hyundai Creta,3,25000,Individual,Diesel,Manual,999000
Maruti Wagon R,7,27894,Dealer,Petrol,Manual,375000
Hyundai Verna,8,50000,Individual,Diesel,Manual,620000
Ford Ecosport,3,74000,Individual,Diesel,Manual,740000
Honda Amaze,2,4387,Dealer,Petrol,Manual,685000
Maruti Ertiga,6,44000,Dealer,Diesel,Manual,770000
Hyundai Creta,4,116589,Dealer,Diesel,Manual,1100000
Maruti Swift Dzire,3,35000,Individual,Petrol,Manual,630000
Honda City,5,70900,Dealer,Petrol,Manual,625000
Maruti Vitara,5,54566,Dealer,Diesel,Manual,789000
Honda Amaze,8,76000,Dealer,Diesel,Manual,350000
Mahindra Bolero,6,89635,Dealer,Diesel,Manual,410000
Hyundai Verna,8,87000,Dealer,Diesel,Automatic,595000
Toyota Innova,7,150000,Individual,Diesel,Manual,900000
Hyundai Creta,4,55321,Dealer,Diesel,Manual,1275000
BMW 3,9,158000,Dealer,Diesel,Automatic,1250000
Maruti Alto,10,72715,Dealer,Petrol,Manual,210000
Maruti Swift Dzire,6,58000,Dealer,Diesel,Manual,550000
Hyundai i20,3,22218,Dealer,Petrol,Manual,715000
Maruti Baleno,1,1001,Dealer,Petrol,Automatic,850000
Maruti Ciaz,6,55000,Dealer,Diesel,Manual,625000
Tata Tiago,5,50500,Individual,Diesel,Manual,380000
Maruti Swift Dzire,3,61000,Dealer,Diesel,Automatic,745000
Hyundai Creta,3,30000,Individual,Diesel,Manual,920000
Hyundai i10,11,76602,Dealer,Petrol,Manual,320000
Maruti Alto,4,70000,Individual,Petrol,Manual,270000
Ford Freestyle,2,25000,Individual,Diesel,Manual,790000
Maruti Swift Dzire,4,77000,Dealer,Diesel,Manual,700000
Maruti Swift,3,77600,Dealer,Diesel,Automatic,695000
Maruti Alto,8,45000,Dealer,Petrol,Manual,285000
Ford Ecosport,8,233000,Dealer,Diesel,Manual,460000
Maruti Swift,4,85000,Dealer,Diesel,Manual,615000
Volkswagen Polo,6,48900,Dealer,Petrol,Manual,514000
Mahindra Scorpio,10,60000,Individual,Diesel,Manual,400000
Mahindra XUV500,6,58230,Dealer,Diesel,Manual,800000
Maruti Swift Dzire,11,80000,Individual,Diesel,Manual,375000
Maruti Baleno,3,20332,Dealer,Petrol,Automatic,660000
Mahindra Bolero,4,73435,Dealer,Diesel,Manual,675000
Ford Ecosport,3,22128,Dealer,Diesel,Manual,1135000
Maruti Alto,2,21900,Dealer,Petrol,Manual,360000
Volkswagen Vento,8,80000,Individual,Diesel,Manual,525000
Honda City,13,78000,Individual,Petrol,Manual,350000
Maruti Celerio,2,25000,Individual,Petrol,Automatic,530000
Maruti Vitara,3,12000,Dealer,Diesel,Manual,925000
Maruti Alto,14,100000,Individual,Petrol,Manual,145000
Hyundai i10,12,18000,Dealer,Petrol,Manual,330000
Audi A6,6,100000,Dealer,Diesel,Automatic,2275000
Honda City,6,30000,Dealer,Diesel,Manual,500000
Honda Amaze,2,10000,Individual,Diesel,Automatic,795000
Maruti Swift Dzire,7,91000,Dealer,Diesel,Manual,550000
Hyundai Creta,3,90000,Individual,Diesel,Manual,950000
Maruti Swift,6,92000,Dealer,Diesel,Manual,480000
Hyundai Creta,5,37000,Dealer,Petrol,Automatic,1095000
Honda City,6,58972,Dealer,Diesel,Manual,690000
Maruti Vitara,4,53892,Dealer,Diesel,Manual,780000
Maruti Baleno,4,20000,Dealer,Petrol,Manual,770000
Maruti Baleno,2,69000,Dealer,Diesel,Manual,790000
Volkswagen Vento,8,66000,Dealer,Diesel,Manual,490000
Jeep Compass,3,50000,Individual,Diesel,Manual,1500000
Hyundai i20,5,54000,Dealer,Diesel,Manual,660000
Maruti Alto,7,35000,Individual,Petrol,Manual,213000
Maruti Swift Dzire,7,112000,Dealer,Diesel,Manual,550000
Maruti Alto,5,40000,Individual,Petrol,Manual,300000
Maruti Swift Dzire,3,90000,Individual,Diesel,Manual,700000
Maruti Swift Dzire,3,37000,Dealer,Diesel,Manual,811000
Hyundai Creta,3,25000,Individual,Diesel,Manual,1500000
Hyundai Creta,4,53000,Individual,Diesel,Manual,1100000
Renault Duster,5,73000,Dealer,Diesel,Automatic,895000
Maruti Ciaz,5,115852,Dealer,Diesel,Manual,655000
Maruti Baleno,2,13500,Individual,Petrol,Manual,578000
Tata Safari,12,110000,Individual,Diesel,Manual,300000
Renault KWID,5,45500,Dealer,Petrol,Manual,325000
Volkswagen Vento,5,55000,Individual,Diesel,Automatic,950000
Ford Ecosport,4,45000,Individual,Diesel,Manual,900000
Maruti Celerio,4,9400,Dealer,Petrol,Automatic,470000
Tata Nexon,3,35000,Individual,Diesel,Manual,775000
Maruti Alto,3,18404,Dealer,Petrol,Manual,329000
Maruti Wagon R,12,60000,Individual,Petrol,Manual,150000
BMW X1,5,36806,Dealer,Diesel,Automatic,2700000
Ford Ecosport,4,11000,Dealer,Petrol,Manual,950000
Hyundai i20,4,33000,Dealer,Petrol,Manual,695000
Hyundai Verna,9,100000,Individual,Diesel,Manual,520000
Renault KWID,5,15814,Dealer,Petrol,Manual,340000
Honda City,7,51000,Individual,Diesel,Manual,610000
Renault KWID,3,39000,Individual,Petrol,Manual,325000
Volkswagen Vento,9,116000,Dealer,Diesel,Manual,400000
Maruti Swift,3,46000,Individual,Diesel,Automatic,650000
Maruti Alto,4,60000,Dealer,Petrol,Manual,310000
Renault KWID,3,26000,Dealer,Petrol,Manual,400000
Renault KWID,4,50000,Individual,Petrol,Manual,280000
Hyundai Grand,3,36717,Dealer,Petrol,Manual,510000
Maruti Baleno,4,45000,Dealer,Diesel,Manual,895000
Honda Jazz,4,26026,Dealer,Petrol,Manual,641000
Maruti Swift Dzire,5,65000,Dealer,Diesel,Manual,480000
Jaguar XF,8,79000,Dealer,Diesel,Automatic,2500000
Skoda Superb,12,114447,Dealer,Petrol,Manual,450000
Hyundai Santro,11,88290,Dealer,Petrol,Manual,262000
Toyota Innova,8,100000,Dealer,Diesel,Manual,980000
Mahindra Scorpio,10,87563,Dealer,Diesel,Manual,540000
Maruti Alto,3,20000,Individual,Petrol,Manual,310000
Maruti Wagon R,6,70000,Individual,Petrol,Manual,380000
Mahindra KUV100,2,17000,Individual,Petrol,Manual,480000
Ford Ecosport,6,16000,Dealer,Diesel,Manual,750000
Hyundai Grand,4,45000,Individual,Diesel,Manual,550000
Maruti Vitara,5,60000,Individual,Diesel,Manual,615000
Tata Safari,10,120000,Individual,Diesel,Manual,270000
Hyundai i10,13,82000,Dealer,Petrol,Manual,185000
Ford Aspire,3,50000,Individual,Petrol,Manual,530000
Mahindra XUV500,4,43000,Individual,Diesel,Manual,1300000
Ford Freestyle,2,5000,Dealer,Petrol,Manual,670000
Maruti Ciaz,5,45000,Individual,Diesel,Manual,780000
Mahindra Bolero,10,120000,Individual,Diesel,Manual,450000
Maruti Ciaz,5,66000,Dealer,Diesel,Manual,725000
Hyundai i20,10,100000,Individual,Diesel,Manual,320000
Tata Safari,12,270000,Individual,Diesel,Manual,120000
Hyundai i10,11,60000,Dealer,Petrol,Manual,240000
Mahindra Scorpio,9,120000,Individual,Diesel,Manual,372000
Maruti Swift,2,30000,Dealer,Diesel,Automatic,825000
Maruti Alto,12,60000,Individual,Petrol,Manual,106000
Maruti Swift,13,96000,Dealer,Diesel,Manual,295000
Honda City,13,90000,Dealer,Petrol,Automatic,365000
Tata Safari,8,80000,Individual,Diesel,Manual,750000
Maruti Baleno,2,10000,Individual,Petrol,Automatic,650000
Ford Figo,9,76000,Dealer,Diesel,Manual,250000
Hyundai i20,3,38000,Dealer,Petrol,Manual,650000
Hyundai i20,9,79975,Dealer,Diesel,Manual,475000
Maruti Celerio,7,86000,Dealer,Petrol,Automatic,385000
Maruti Baleno,3,35000,Dealer,Diesel,Manual,700000
Toyota Innova,4,86032,Dealer,Diesel,Manual,1850000
Maruti Wagon R,5,31200,Individual,Petrol,Automatic,500000
Maruti Alto,5,60000,Dealer,Petrol,Manual,275000
Maruti Ertiga,6,72000,Individual,Diesel,Manual,700000
Hyundai i20,3,26830,Dealer,Diesel,Manual,785000
Honda City,4,50950,Dealer,Petrol,Manual,940000
Maruti Swift Dzire,3,50000,Individual,Petrol,Automatic,730000
Mercedes-Benz C-Class,10,72000,Dealer,Diesel,Automatic,1275000
Ford Freestyle,2,13400,Individual,Petrol,Manual,721000
Hyundai Creta,4,71841,Dealer,Diesel,Manual,950000
Honda Amaze,2,10000,Dealer,Diesel,Manual,750000
Mahindra Scorpio,9,70000,Individual,Diesel,Manual,400000
Maruti Celerio,5,54000,Dealer,Petrol,Automatic,450000
Maruti Vitara,4,55000,Dealer,Diesel,Manual,825000
Toyota Innova,5,134000,Individual,Diesel,Manual,1050000
Skoda Rapid,8,57000,Dealer,Diesel,Manual,474000
Maruti Swift Dzire,9,80000,Dealer,Diesel,Manual,465000
Maruti Baleno,2,8700,Dealer,Petrol,Automatic,750000
Volkswagen Polo,6,41000,Dealer,Diesel,Manual,525000
Ford Figo,6,66000,Dealer,Diesel,Manual,410000
Hyundai Verna,5,85000,Dealer,Diesel,Automatic,720000
Maruti Swift,5,67000,Dealer,Petrol,Manual,470000
Maruti Baleno,5,49726,Dealer,Petrol,Manual,610000
Hyundai i20,7,100000,Individual,Diesel,Manual,450000
Maruti Ignis,4,27726,Dealer,Petrol,Automatic,565000
Mahindra Bolero,10,106000,Dealer,Diesel,Manual,540000
BMW 3,4,50000,Dealer,Diesel,Automatic,3300000
Hyundai Grand,2,11000,Dealer,Petrol,Manual,625000
Renault KWID,5,46260,Dealer,Petrol,Manual,365000
Hyundai i10,7,57723,Dealer,Petrol,Manual,350000
Maruti Swift,8,83000,Dealer,Diesel,Manual,485000
Hyundai i20,4,35000,Dealer,Diesel,Manual,500000
Hyundai i20,3,104000,Individual,Diesel,Manual,750000
Ford Aspire,5,80000,Individual,Diesel,Manual,549000
Audi A4,5,30000,Dealer,Diesel,Automatic,2400000
Mahindra Bolero,7,70000,Individual,Diesel,Manual,560000
Hyundai i10,10,50000,Dealer,Petrol,Manual,300000
Hyundai i20,4,32000,Individual,Petrol,Manual,585000
Hyundai i20,3,33000,Dealer,Petrol,Manual,790000
Maruti Wagon R,6,22000,Dealer,Petrol,Manual,411000
Renault KWID,2,10000,Individual,Petrol,Automatic,448000
Hyundai Creta,2,23000,Dealer,Diesel,Manual,1575000
Volkswagen Vento,8,71000,Dealer,Diesel,Manual,525000
Maruti Ignis,4,43000,Individual,Petrol,Manual,420000
Renault KWID,2,26500,Dealer,Petrol,Manual,353000
Maruti Ignis,4,22574,Dealer,Petrol,Automatic,565000
Maruti Alto,9,55230,Dealer,Petrol,Manual,273000
Maruti Vitara,5,62000,Dealer,Diesel,Manual,850000
Ford Ecosport,2,58000,Dealer,Petrol,Manual,790000
Skoda Rapid,9,95000,Dealer,Diesel,Manual,365000
Hyundai Creta,4,66000,Dealer,Diesel,Manual,1040000
Maruti Alto,8,50418,Dealer,Petrol,Manual,280000
Maruti Swift Dzire,4,51306,Dealer,Diesel,Manual,650000
Ford Figo,5,21200,Individual,Diesel,Manual,500000
Maruti Vitara,3,89000,Dealer,Diesel,Manual,895000
Renault Duster,4,850000,Dealer,Diesel,Manual,850000
Hyundai Creta,5,52500,Individual,Diesel,Manual,921000
Mahindra XUV500,6,50000,Individual,Diesel,Automatic,1170000
Ford Figo,11,67000,Dealer,Diesel,Manual,275000
Maruti Alto,4,54938,Dealer,Petrol,Manual,300000
Maruti Swift,3,14000,Dealer,Diesel,Manual,739000
Hyundai Creta,4,54000,Dealer,Diesel,Automatic,1195000
Maruti Vitara,4,91062,Dealer,Diesel,Manual,900000
Mahindra Bolero,6,72658,Dealer,Diesel,Manual,480000
Mahindra XUV500,6,67067,Dealer,Diesel,Manual,1320000
Hyundai Creta,6,72248,Dealer,Diesel,Manual,1000000
Hyundai Verna,4,50000,Dealer,Diesel,Automatic,880000
Maruti Swift Dzire,6,16500,Individual,Petrol,Manual,600000
Honda Jazz,6,40876,Dealer,Petrol,Manual,490000
Mahindra KUV,5,70000,Individual,Diesel,Manual,350000
BMW X5,7,39000,Dealer,Diesel,Automatic,3995000
Ford Figo,11,93000,Dealer,Diesel,Manual,265000
Maruti Swift Dzire,4,50000,Individual,Diesel,Manual,700000
Tata Hexa,2,15000,Individual,Diesel,Manual,1425000
Hyundai i20,8,105000,Individual,Petrol,Manual,290000
Mahindra KUV,4,64000,Individual,Diesel,Manual,390000
Ford Freestyle,2,8600,Individual,Petrol,Manual,780000
Maruti Wagon R,5,11999,Dealer,Petrol,Manual,436000
Hyundai i20,8,47000,Dealer,Petrol,Manual,475000
Hyundai Grand,3,15000,Dealer,Petrol,Automatic,645000
Renault KWID,4,110000,Individual,Petrol,Manual,200000
Renault Duster,7,85000,Dealer,Diesel,Manual,540000
Mahindra Bolero,10,361446,Individual,Diesel,Manual,330000
Maruti Wagon R,7,18000,Dealer,Petrol,Manual,450000
Tata Nexon,3,14000,Individual,Diesel,Manual,875000
Renault KWID,4,35914,Dealer,Petrol,Manual,380000
Maruti Swift Dzire,3,18000,Dealer,Petrol,Manual,650000
Audi A4,7,52100,Dealer,Diesel,Automatic,1650000
Hyundai Verna,8,70000,Individual,Petrol,Automatic,550000
Hyundai i10,10,50000,Individual,Petrol,Manual,190000
Maruti Wagon R,6,60000,Individual,Petrol,Automatic,300000
Maruti Swift Dzire,6,75137,Dealer,Diesel,Manual,475000
Ford Figo,4,32700,Individual,Petrol,Manual,600000
Hyundai Verna,3,35000,Individual,Petrol,Automatic,950000
Maruti Swift Dzire,3,29000,Individual,Diesel,Manual,720000
Hyundai i20,3,50000,Individual,Diesel,Manual,750000
Hyundai Santro,8,150624,Dealer,LPG,Manual,270000
Toyota Innova,6,110000,Dealer,Diesel,Manual,1285000
Maruti Alto,7,35000,Dealer,Petrol,Manual,250000
Hyundai i20,8,63786,Dealer,Diesel,Manual,510000
Skoda Superb,9,100000,Individual,Petrol,Manual,500000
Audi A6,6,67000,Dealer,Diesel,Automatic,2650000
Honda City,11,48000,Dealer,Petrol,Manual,500000
Hyundai Santro,2,10290,Dealer,Petrol,Automatic,470000
Hyundai i10,14,97000,Dealer,Petrol,Manual,245000
Maruti Swift Dzire,4,110000,Individual,Diesel,Manual,550000
Audi A6,7,49000,Dealer,Diesel,Automatic,2200000
Hyundai i20,6,85000,Dealer,Diesel,Manual,610000
Datsun GO,3,8000,Individual,Petrol,Manual,600000
Maruti Swift,6,65100,Dealer,Diesel,Manual,520000
Renault KWID,3,9000,Dealer,Petrol,Automatic,445000
BMW 3,7,85875,Dealer,Diesel,Automatic,1600000
Hyundai i10,11,78000,Dealer,Petrol,Manual,230000
Maruti Ciaz,7,45498,Dealer,Diesel,Manual,685000
Maruti Vitara,3,58511,Dealer,Diesel,Manual,950000
Maruti Wagon R,3,8973,Dealer,Petrol,Manual,500000
Ford Ecosport,7,102719,Dealer,Diesel,Manual,625000
Toyota Fortuner,5,120000,Individual,Diesel,Manual,1800000
BMW 7,6,24000,Dealer,Diesel,Automatic,5400000
Toyota Innova,13,216000,Dealer,Diesel,Manual,475000
Hyundai Venue,2,25000,Individual,Diesel,Manual,1100000
Hyundai i10,13,64684,Dealer,Petrol,Manual,275000
Hyundai Verna,11,88126,Dealer,Diesel,Manual,295000
Volkswagen Polo,7,43000,Dealer,Petrol,Manual,525000
Honda City,1,4386,Dealer,Petrol,Manual,1250000
Honda Jazz,2,10597,Dealer,Petrol,Manual,815000
Toyota Innova,10,119458,Dealer,Diesel,Manual,800000
Hyundai Venue,2,14000,Dealer,Petrol,Automatic,1060000
Hyundai i20,8,38000,Dealer,Petrol,Manual,485000
Volkswagen Polo,8,73000,Dealer,Diesel,Manual,420000
Maruti Swift,10,99008,Dealer,Diesel,Manual,350000
Mercedes-Benz S-Class,11,84000,Dealer,Diesel,Automatic,1899000
Hyundai i10,10,45000,Dealer,Petrol,Automatic,375000
Hyundai Verna,4,40667,Dealer,Diesel,Manual,845000
Mahindra XUV500,8,90000,Individual,Diesel,Manual,850000
Hyundai Grand,3,21585,Dealer,Petrol,Automatic,535000
Honda WR-V,3,25000,Dealer,Diesel,Manual,600000
Honda City,8,80400,Dealer,Petrol,Automatic,550000
Honda Amaze,6,69000,Dealer,Diesel,Manual,460000
Maruti Swift,6,101000,Dealer,Diesel,Manual,565000
Toyota Innova,10,70000,Individual,Diesel,Manual,550000
Hyundai Grand,3,20000,Individual,Petrol,Manual,625000
Hyundai i20,8,70000,Dealer,Diesel,Manual,445000
Maruti Baleno,5,76000,Dealer,Diesel,Manual,650000
Volkswagen Vento,4,70763,Dealer,Diesel,Automatic,1075000
Maruti Swift,9,60000,Dealer,Diesel,Manual,395000
Hyundai i20,6,65922,Dealer,Petrol,Manual,530000
BMW 3,10,63500,Dealer,Diesel,Automatic,1150000
Ford Freestyle,2,5600,Dealer,Petrol,Manual,740000
Skoda Rapid,9,93000,Dealer,Petrol,Manual,350000
Mahindra Bolero,18,90000,Individual,Diesel,Manual,150000
